Air Quality,Water Quality,Earthquake Risk,Forest Fire Risk,Flooding Risk,Pollution Risk,Insurance Cost,Company
20,87,66,57,93,4,3080,Belairdirect
21,33,37,50,60,30,2082,The Personal
49,54,24,84,74,1,2260,Intact Insurance
41,34,70,30,89,92,2004,Economical Insurance
51,73,22,68,99,60,3437,Intact Insurance
100,47,26,35,32,29,2621,Johnson Insurance
15,82,59,34,47,76,2821,Economical Insurance
2,28,16,74,8,51,1292,The Personal
8,39,85,22,50,66,1452,The Co-operators
47,56,76,40,58,35,2429,Allstate
71,87,72,60,71,32,3390,The Co-operators
87,29,15,89,14,93,1737,Economical Insurance
93,59,45,75,16,54,1402,Allstate
69,35,12,20,72,65,3323,Belairdirect
94,92,91,2,57,83,1149,Allstate
4,91,15,96,78,29,1694,Economical Insurance
21,66,81,76,58,67,2176,Johnson Insurance
20,65,94,43,49,3,2218,The Co-operators
57,86,76,81,99,76,2785,The Personal
13,46,72,64,51,78,2012,Allstate
12,41,38,25,44,7,2740,Economical Insurance
9,53,78,32,41,72,3446,Intact Insurance
98,89,8,20,64,20,2262,Belairdirect
86,77,41,74,90,21,1353,The Personal
36,96,32,32,85,56,2009,Allstate
49,91,66,42,80,66,3180,Johnson Insurance
1,73,76,7,45,62,2759,The Personal
79,32,5,91,79,84,2940,Allstate
13,60,63,73,24,100,1546,Economical Insurance
2,49,40,62,4,36,3396,Intact Insurance
4,8,31,58,36,7,2394,Belairdirect
64,9,13,82,97,55,2185,Belairdirect
77,42,28,48,29,82,2483,Economical Insurance
94,47,55,92,13,89,2492,Economical Insurance
92,65,72,58,28,10,3580,Johnson Insurance
12,4,72,11,25,85,1179,Intact Insurance
15,72,10,92,90,36,1832,Intact Insurance
5,63,29,67,16,68,2964,The Co-operators
98,17,82,7,25,67,3438,Belairdirect
65,94,31,66,55,61,2104,The Personal
13,65,61,17,25,0,2244,Allstate
98,23,10,38,92,68,2134,Economical Insurance
0,14,55,16,72,5,2561,The Co-operators
4,32,5,40,77,1,2122,Belairdirect
52,72,34,39,68,98,1270,Allstate
24,83,83,60,19,76,2890,Intact Insurance
76,68,6,69,26,42,1042,Economical Insurance
74,2,17,83,39,8,2416,The Personal
74,11,52,60,52,4,3080,Belairdirect
23,57,55,45,35,28,3423,Intact Insurance
93,34,46,50,10,51,1741,Intact Insurance
40,99,41,38,67,90,2096,The Personal
22,24,39,72,91,33,3088,The Personal
86,23,70,65,93,25,3136,Allstate
100,30,78,13,100,28,2369,Economical Insurance
46,39,53,33,99,16,2110,Allstate
23,66,62,38,83,17,2461,The Personal
65,8,29,5,87,70,1564,Intact Insurance
68,93,66,63,16,19,3225,Intact Insurance
46,98,96,27,17,79,1224,Johnson Insurance
32,11,12,32,38,72,1792,The Co-operators
73,4,38,31,8,9,1050,The Personal
80,8,72,3,51,87,2647,Economical Insurance
32,12,69,20,66,16,1663,Economical Insurance
70,14,21,60,85,8,1723,Belairdirect
45,67,42,75,40,58,3082,Economical Insurance
63,50,4,22,7,5,2616,The Co-operators
19,57,47,23,44,1,1026,The Personal
82,54,78,78,14,6,2318,Allstate
29,14,8,20,91,12,2311,The Personal
47,72,88,68,75,6,1188,Johnson Insurance
43,62,86,29,94,26,1171,Economical Insurance
88,16,80,66,67,77,1356,Johnson Insurance
2,1,75,26,52,48,2353,Johnson Insurance
11,69,96,61,49,36,3286,The Personal
54,50,73,68,53,79,3576,Allstate
5,45,23,49,5,38,3027,Johnson Insurance
1,34,70,9,80,71,1774,Belairdirect
100,100,43,70,8,96,2190,Johnson Insurance
65,38,87,44,85,58,2299,Intact Insurance
64,91,64,6,14,84,1522,Belairdirect
57,89,65,37,50,78,2968,Belairdirect
47,28,93,44,55,4,1093,Economical Insurance
57,23,57,49,79,67,1592,The Personal
40,57,9,100,68,27,1109,The Personal
12,19,63,51,30,68,1548,The Personal
98,55,66,51,46,4,2444,The Personal
61,4,77,77,19,85,2094,Allstate
12,33,68,38,24,75,2260,Intact Insurance
52,81,83,22,49,59,3057,Allstate
23,29,4,24,15,74,1680,Johnson Insurance
21,83,75,10,16,18,1163,Allstate
100,28,25,38,33,0,2995,Economical Insurance
20,70,74,23,7,67,1012,The Personal
98,58,35,14,41,47,1625,The Personal
40,69,63,32,83,35,2902,Economical Insurance
97,5,36,47,68,55,2527,Economical Insurance
7,90,4,83,60,32,3384,Belairdirect
1,1,70,26,47,91,2101,Intact Insurance
67,41,68,45,61,36,2491,Belairdirect
16,89,17,35,93,16,1837,Johnson Insurance
90,67,50,57,35,56,1865,Belairdirect
71,22,3,79,27,0,3158,Economical Insurance
77,58,12,12,3,20,3158,Allstate
96,50,73,93,89,35,3086,Johnson Insurance
62,14,91,80,93,99,2517,Belairdirect
25,76,95,25,43,81,1945,The Co-operators
89,77,17,48,30,44,3325,Johnson Insurance
50,55,97,9,35,96,1942,Economical Insurance
74,82,35,39,52,1,1817,Belairdirect
3,34,53,31,78,8,2252,Belairdirect
72,44,12,94,18,80,2907,Intact Insurance
67,32,58,23,68,9,3242,Belairdirect
32,73,92,40,97,34,1385,The Personal
65,23,51,30,35,11,2317,Economical Insurance
27,3,39,89,66,82,3223,The Co-operators
15,0,56,82,15,15,1697,Intact Insurance
79,57,5,87,39,85,1871,The Personal
96,92,86,4,32,72,2734,Intact Insurance
67,67,56,34,37,33,1181,The Personal
48,58,16,42,12,99,2832,Allstate
94,32,8,40,11,28,2746,The Personal
69,76,88,82,28,77,1616,Johnson Insurance
31,30,20,43,84,21,3060,Johnson Insurance
28,71,82,6,59,54,1077,Belairdirect
16,61,70,10,84,68,3371,The Personal
93,60,71,93,100,77,2096,Johnson Insurance
14,29,73,23,85,90,2899,Economical Insurance
76,12,52,18,87,9,1464,Johnson Insurance
63,6,71,60,12,20,2469,Economical Insurance
93,26,73,25,65,39,2412,Economical Insurance
95,86,50,49,34,27,1786,The Personal
34,53,27,27,78,3,3367,Intact Insurance
57,31,26,13,24,61,1608,Allstate
65,100,85,0,63,56,2224,Belairdirect
88,65,38,94,65,91,2473,Belairdirect
84,76,12,92,69,29,1893,Belairdirect
8,89,10,67,24,53,1292,Johnson Insurance
21,67,15,65,57,68,1805,Intact Insurance
80,7,82,94,33,36,1694,Allstate
5,79,53,93,73,78,1339,Allstate
58,35,97,98,56,51,1703,Belairdirect
50,85,49,96,24,74,1977,Belairdirect
80,87,4,85,76,47,2615,Intact Insurance
1,7,21,4,79,56,3392,Intact Insurance
67,13,16,87,65,1,1846,Belairdirect
22,99,67,90,64,24,1875,Belairdirect
0,23,87,57,41,72,2762,The Personal
72,1,87,0,42,60,2208,The Co-operators
5,25,62,50,7,45,1998,Johnson Insurance
32,99,16,61,22,80,1154,The Co-operators
33,96,4,32,62,96,1429,Allstate
70,74,85,51,88,93,1553,The Personal
59,69,38,96,52,27,2268,The Personal
35,84,66,46,99,69,2664,Intact Insurance
89,38,37,98,79,18,3019,Johnson Insurance
83,88,100,43,41,52,2301,The Personal
58,78,77,82,64,40,3519,Intact Insurance
55,7,70,43,70,32,1997,Economical Insurance
72,81,25,8,40,66,2608,Economical Insurance
81,12,29,53,3,89,2563,The Personal
88,73,4,71,96,40,1464,Intact Insurance
44,80,90,66,3,50,1638,Belairdirect
21,92,11,41,52,82,1441,The Co-operators
31,4,3,62,38,56,3249,The Co-operators
85,81,86,100,15,47,1588,Intact Insurance
56,26,36,84,72,90,1679,Allstate
14,45,38,68,56,89,1337,The Co-operators
86,68,3,80,86,10,3468,Johnson Insurance
69,55,97,42,67,24,2929,Belairdirect
41,10,77,7,66,76,1767,The Co-operators
6,43,40,66,29,99,3146,Allstate
69,6,93,45,54,43,2679,The Personal
98,10,3,85,91,23,2314,Allstate
42,39,15,24,50,56,2946,Economical Insurance
39,66,69,60,65,44,1962,The Co-operators
79,44,90,29,35,73,1587,Economical Insurance
20,9,12,87,47,82,3152,Allstate
32,43,70,59,45,65,2165,The Co-operators
1,73,66,52,70,80,2815,Belairdirect
62,38,10,43,70,8,2953,Allstate
59,62,54,79,99,16,1391,Allstate
46,78,11,5,93,57,2100,Allstate
76,34,69,24,96,90,1457,Belairdirect
58,4,26,48,25,88,2522,Belairdirect
50,72,2,34,91,43,3036,Allstate
52,77,20,23,9,78,1626,Allstate
47,20,100,68,13,13,2340,Economical Insurance
16,36,56,38,43,21,2233,Allstate
14,72,56,5,13,2,2663,The Co-operators
15,93,72,81,19,45,1368,The Co-operators
74,15,97,59,84,25,3468,Belairdirect
57,10,31,42,88,52,1986,The Personal
12,70,31,8,15,60,1386,Johnson Insurance
10,20,79,45,68,63,2306,Economical Insurance
64,93,53,30,2,61,3573,Johnson Insurance
66,58,73,52,60,7,3002,Allstate
14,42,100,34,0,49,2586,Intact Insurance
98,24,25,29,66,81,1103,Belairdirect
39,32,92,2,69,34,1785,The Co-operators
33,27,50,72,83,83,2564,The Co-operators
73,32,92,40,37,90,1939,The Personal
20,94,8,32,75,84,1954,The Personal
61,72,72,66,71,68,2230,Allstate
22,88,1,0,66,58,3279,The Co-operators
58,41,13,14,26,49,2518,Johnson Insurance
4,6,50,14,28,67,1149,The Co-operators
14,7,65,42,50,24,1985,The Co-operators
10,59,62,16,89,52,2126,Intact Insurance
30,100,2,10,17,61,1994,Allstate
81,75,70,75,82,26,2351,The Personal
24,95,37,6,32,12,1964,Intact Insurance
61,92,19,60,52,77,2458,Economical Insurance
28,88,26,42,10,67,2708,Intact Insurance
63,60,98,60,54,92,3600,Johnson Insurance
81,24,83,28,92,41,2655,Economical Insurance
26,6,76,58,83,84,3436,Allstate
79,43,15,32,35,92,1762,Johnson Insurance
28,78,5,88,29,35,1250,Allstate
63,46,29,61,43,70,1844,Johnson Insurance
61,12,94,33,66,62,2900,The Co-operators
51,2,52,72,20,35,1339,The Co-operators
31,5,92,66,5,73,3213,Allstate
80,14,75,93,82,56,1943,Belairdirect
98,72,16,61,37,58,1647,Belairdirect
27,36,30,41,22,51,1493,Economical Insurance
86,49,17,9,64,97,3065,Johnson Insurance
85,27,21,46,96,82,2100,Intact Insurance
12,86,75,29,58,3,1012,Intact Insurance
0,15,81,35,32,87,2944,Economical Insurance
55,38,91,58,90,50,1458,The Personal
34,15,59,75,45,30,2814,The Personal
28,9,46,55,30,62,2523,Intact Insurance
73,86,91,52,91,24,1719,The Co-operators
32,72,82,64,56,16,3169,The Personal
25,15,69,36,30,23,2339,The Co-operators
73,99,14,100,27,56,2957,The Personal
1,30,66,81,70,28,3329,The Co-operators
54,46,72,16,19,76,1395,The Co-operators
93,87,41,86,51,68,3089,Johnson Insurance
0,73,46,64,76,55,1388,The Co-operators
94,2,26,96,88,82,2293,The Co-operators
23,35,81,63,59,44,2994,Johnson Insurance
50,93,86,92,32,84,2698,Belairdirect
56,40,3,81,33,42,2004,Economical Insurance
3,7,50,14,7,91,1163,Belairdirect
80,63,40,53,89,26,2471,Johnson Insurance
36,14,82,61,90,1,2652,The Co-operators
36,55,49,49,93,70,1576,Economical Insurance
32,87,31,85,10,78,2864,Economical Insurance
64,21,100,16,23,5,1550,Intact Insurance
87,68,70,78,95,37,1573,Allstate
21,75,79,95,86,35,2688,The Co-operators
78,37,16,27,72,63,2904,Intact Insurance
32,66,56,34,89,46,1106,Allstate
93,61,32,1,92,88,3196,Johnson Insurance
100,96,34,59,78,48,3226,Economical Insurance
13,67,21,72,44,2,2631,Allstate
96,28,45,52,81,22,1484,Intact Insurance
49,46,79,18,82,23,2534,Allstate
38,27,78,61,96,54,1177,Economical Insurance
90,84,36,54,6,22,3102,Belairdirect
98,82,50,72,54,3,1424,The Co-operators
84,20,29,26,41,49,2646,Allstate
78,4,59,79,91,75,3523,Belairdirect
18,8,17,1,18,9,2447,The Personal
90,42,52,29,12,78,1815,The Personal
92,3,9,77,37,87,3188,Belairdirect
65,65,9,45,50,97,1261,Intact Insurance
96,51,59,44,27,13,2254,The Co-operators
43,57,17,59,69,33,2225,Johnson Insurance
5,1,80,84,22,76,3333,Economical Insurance
49,45,97,59,37,3,2342,Intact Insurance
62,85,91,99,48,43,1837,Johnson Insurance
14,58,95,87,42,29,2020,Belairdirect
85,93,14,72,45,66,3199,Intact Insurance
48,2,93,82,67,35,3055,Intact Insurance
24,70,25,84,30,35,1738,The Personal
80,72,22,44,59,6,1796,The Co-operators
53,92,55,21,13,97,3547,Economical Insurance
79,0,78,97,65,55,2913,Belairdirect
88,88,84,91,31,38,1427,The Co-operators
42,54,7,68,12,6,3316,Belairdirect
98,67,88,80,81,99,1175,Economical Insurance
62,15,89,89,22,83,2332,The Co-operators
46,13,25,31,98,4,2389,The Co-operators
33,61,48,43,67,51,2809,The Personal
82,99,73,16,89,43,3295,Allstate
75,89,38,52,85,29,2690,Johnson Insurance
44,27,24,22,27,16,3308,Economical Insurance
30,72,26,43,66,19,3148,Belairdirect
6,76,3,43,85,50,1217,The Personal
56,41,64,50,15,99,1782,Intact Insurance
0,25,4,13,53,8,2005,Intact Insurance
71,72,44,34,70,71,2786,Johnson Insurance
31,27,89,41,42,79,1415,The Personal
75,25,67,54,28,47,2961,The Personal
31,13,98,100,18,27,2014,Intact Insurance
58,36,78,70,67,65,3418,Johnson Insurance
95,7,13,75,86,24,2098,Economical Insurance
84,36,15,71,40,39,1283,Allstate
100,47,81,27,5,22,1422,Johnson Insurance
7,73,11,95,55,83,3460,Economical Insurance
25,70,91,60,63,37,2548,Intact Insurance
3,61,72,97,96,55,1308,Allstate
80,27,48,44,91,55,3186,The Co-operators
11,66,24,58,64,19,1425,The Co-operators
52,73,62,76,19,95,2944,Allstate
3,32,44,26,63,78,1458,Johnson Insurance
12,14,87,76,22,91,2384,Johnson Insurance
19,64,95,19,88,19,2255,Intact Insurance
49,33,69,17,40,55,1996,Belairdirect
5,15,12,10,88,51,1111,Johnson Insurance
2,34,48,67,18,10,1894,Allstate
2,99,40,88,56,80,3229,Johnson Insurance
89,52,81,19,74,64,2666,Intact Insurance
95,67,23,33,22,43,2479,The Co-operators
64,13,23,47,31,95,1335,The Personal
84,65,87,34,56,54,2233,The Co-operators
66,29,39,86,72,28,3509,Belairdirect
0,8,10,75,68,72,1391,Allstate
75,15,88,37,30,89,1390,Johnson Insurance
1,60,45,33,23,22,1396,The Co-operators
3,1,50,85,25,21,1784,Belairdirect
68,14,31,80,96,42,2886,The Personal
40,64,9,47,94,83,2840,The Personal
12,14,39,69,35,3,2783,Intact Insurance
56,41,46,57,39,39,1458,Economical Insurance
34,97,44,52,24,31,2809,Johnson Insurance
29,72,41,21,83,87,1311,The Personal
31,72,62,37,20,73,1996,The Personal
86,65,25,45,72,77,3394,The Personal
0,8,9,30,70,83,3208,Economical Insurance
35,91,1,77,31,42,2970,Allstate
30,8,0,76,36,97,2181,Economical Insurance
93,60,38,98,45,60,2538,Economical Insurance
35,66,82,37,24,81,2522,The Personal
67,34,54,70,11,75,1310,Johnson Insurance
90,91,4,47,0,81,2505,The Co-operators
65,76,23,64,64,25,2381,The Personal
23,61,71,45,28,12,1760,Johnson Insurance
81,88,2,88,49,48,1715,Economical Insurance
47,34,61,39,44,29,3328,Johnson Insurance
62,73,42,42,78,73,3530,Allstate
41,44,43,12,46,70,1636,The Personal
67,96,32,70,62,39,2421,Intact Insurance
1,82,42,41,3,71,3273,Belairdirect
5,22,60,47,70,93,3491,Allstate
12,50,53,69,65,80,2529,Allstate
24,25,62,65,60,33,3067,Johnson Insurance
97,19,51,21,62,98,1938,Intact Insurance
30,6,72,32,50,73,1064,Belairdirect
49,81,27,76,5,12,1274,Allstate
34,31,36,55,100,93,2244,Belairdirect
100,34,5,1,15,33,3202,The Personal
12,26,93,27,21,13,2303,Allstate
27,94,81,35,59,86,1488,Belairdirect
20,85,32,65,36,91,2484,The Personal
3,46,63,31,40,2,2706,The Personal
75,82,38,25,45,36,2438,Belairdirect
88,37,52,14,51,9,1536,The Personal
70,62,19,42,18,27,2200,Johnson Insurance
67,1,95,97,96,62,1965,Economical Insurance
82,69,68,11,93,31,1375,Belairdirect
10,3,86,75,66,60,2002,Allstate
53,93,14,76,81,73,2492,Johnson Insurance
30,80,1,34,72,60,2140,Johnson Insurance
2,49,13,9,87,36,3120,Economical Insurance
23,5,100,89,74,27,1592,Economical Insurance
58,80,69,48,43,65,2429,Economical Insurance
96,48,47,9,78,39,2010,Intact Insurance
92,84,0,16,66,47,2592,Economical Insurance
52,62,80,11,73,95,1962,Belairdirect
5,39,67,63,19,30,1470,The Personal
68,34,66,60,10,47,1498,Economical Insurance
95,57,60,88,10,5,2951,Allstate
40,79,3,64,90,85,1610,Johnson Insurance
50,51,13,32,88,92,2318,Allstate
18,85,16,22,95,30,2866,The Personal
7,35,93,49,17,61,2140,Intact Insurance
86,1,57,23,27,22,1874,Allstate
43,34,4,80,21,14,1594,The Co-operators
52,10,95,67,77,70,2858,Johnson Insurance
48,52,97,16,48,40,1755,Allstate
78,73,79,68,81,52,2097,The Co-operators
65,4,66,91,59,15,3424,Belairdirect
80,22,53,15,71,93,1554,Intact Insurance
83,11,79,46,48,43,1581,Belairdirect
64,87,77,69,58,17,3199,Intact Insurance
63,99,69,82,8,95,2419,Allstate
93,58,63,3,18,54,1464,Intact Insurance
40,63,93,100,54,91,1223,Economical Insurance
39,86,6,40,21,21,2253,The Personal
51,52,5,80,5,61,1081,Allstate
12,68,23,77,72,45,1093,Intact Insurance
14,73,90,42,23,41,2185,The Co-operators
92,94,47,5,47,11,1063,Economical Insurance
65,38,32,3,35,50,1622,The Personal
68,87,57,92,87,20,2731,Intact Insurance
38,96,59,77,99,28,1438,Intact Insurance
99,20,90,55,25,21,3356,Allstate
34,93,41,99,61,100,2392,The Co-operators
67,34,48,60,74,59,1890,Johnson Insurance
67,27,77,37,75,19,2370,The Co-operators
98,67,83,92,71,61,1595,Economical Insurance
9,72,20,70,0,49,3050,The Personal
1,28,97,11,40,36,2039,Belairdirect
87,33,40,92,32,72,2832,Belairdirect
43,88,92,91,26,70,2585,Economical Insurance
40,86,20,19,53,36,1030,The Personal
93,97,19,32,14,75,3363,Allstate
14,26,42,65,75,7,3436,The Personal
97,11,91,54,76,25,1374,Economical Insurance
31,22,4,88,20,22,1457,The Personal
73,92,85,91,89,91,1972,The Co-operators
48,50,17,6,35,75,1203,Belairdirect
33,17,38,35,70,81,2903,The Co-operators
88,48,15,29,34,39,1487,The Personal
52,69,18,4,72,11,3102,Belairdirect
88,61,82,84,34,3,3062,Intact Insurance
84,53,54,36,16,4,2421,Allstate
79,36,40,73,12,61,1769,Economical Insurance
79,20,13,45,76,70,3323,Allstate
5,80,19,85,92,69,2281,Allstate
26,28,70,37,89,89,3206,Johnson Insurance
65,11,1,67,18,69,3181,The Co-operators
54,75,42,76,56,33,1246,Johnson Insurance
49,92,65,62,23,47,1588,Intact Insurance
95,85,21,60,74,99,1963,Intact Insurance
4,69,4,68,57,54,1702,Economical Insurance
3,51,61,12,21,45,1516,Belairdirect
55,45,32,46,61,98,1912,The Personal
98,89,99,20,18,53,2340,The Co-operators
0,84,73,14,43,96,1103,The Co-operators
29,49,94,32,12,85,1582,Allstate
8,37,18,54,2,17,3088,The Co-operators
52,11,21,32,49,38,1429,The Co-operators
36,43,100,45,56,14,1306,Economical Insurance
64,9,96,46,4,64,3064,Johnson Insurance
100,37,10,6,72,86,1457,The Personal
74,62,95,44,48,50,1290,Allstate
8,38,66,10,28,87,2377,The Personal
92,33,1,38,95,70,3174,Johnson Insurance
37,3,9,98,1,18,2830,Johnson Insurance
68,45,62,53,64,43,2486,Johnson Insurance
87,86,83,10,80,14,1228,Johnson Insurance
16,70,58,82,99,7,3026,The Personal
14,73,1,27,71,97,1255,Economical Insurance
69,80,95,45,5,61,2937,Johnson Insurance
10,0,35,17,71,51,3484,Economical Insurance
4,47,92,93,33,95,1226,Johnson Insurance
10,80,39,44,77,72,1421,Economical Insurance
97,88,0,68,65,20,2658,Johnson Insurance
97,24,99,46,71,68,3168,The Personal
3,58,14,34,36,66,2034,Belairdirect
23,18,95,44,27,90,3211,Economical Insurance
59,58,25,34,79,76,3088,Belairdirect
38,82,47,59,12,3,2149,The Co-operators
11,91,81,90,62,74,1924,Economical Insurance
61,48,69,37,95,65,3094,The Co-operators
81,2,96,95,54,99,1944,Belairdirect
79,53,1,92,43,11,1482,The Co-operators
52,43,52,44,98,21,1933,The Personal
93,96,65,13,1,28,3321,Economical Insurance
42,53,71,72,43,19,2915,Belairdirect
0,8,36,62,98,17,2271,Economical Insurance
55,9,21,60,56,11,1874,The Co-operators
78,97,71,38,72,33,2135,Intact Insurance
50,42,70,57,97,77,2065,Allstate
12,29,92,38,53,53,1525,The Personal
95,86,71,8,64,75,1964,Johnson Insurance
56,51,56,28,21,45,3436,Allstate
68,51,40,82,29,71,3550,Belairdirect
56,88,25,97,55,10,2758,The Personal
17,20,93,16,20,91,1597,Allstate
3,57,0,80,1,72,2449,Economical Insurance
19,63,6,15,36,33,3138,The Personal
36,94,99,26,53,23,1509,The Personal
14,81,97,55,12,62,1966,Johnson Insurance
72,28,57,1,49,55,1188,The Personal
24,50,49,2,87,51,2074,The Personal
90,83,27,69,94,97,3075,Allstate
8,39,67,16,44,58,1761,The Personal
13,31,22,95,47,3,2117,Intact Insurance
9,70,15,77,51,54,2481,The Personal
96,16,44,8,73,85,2235,Economical Insurance
58,29,86,98,35,47,3382,The Personal
24,32,36,27,12,46,1737,Intact Insurance
72,94,52,60,42,34,1589,Johnson Insurance
28,94,40,96,76,22,1114,Intact Insurance
22,91,42,66,89,38,2767,The Co-operators
59,92,55,77,28,15,1108,Belairdirect
23,81,56,51,33,72,2410,Economical Insurance
31,100,93,52,93,0,2607,Allstate
41,95,89,4,2,99,2032,Economical Insurance
27,18,82,11,30,75,1726,Allstate
17,57,22,70,64,68,3446,Intact Insurance
84,9,45,81,29,3,2559,Johnson Insurance
45,68,53,76,88,88,1488,Allstate
68,53,12,5,15,88,2289,Allstate
16,40,93,7,32,52,3068,Johnson Insurance
13,10,40,75,54,80,3334,The Personal
77,100,67,0,89,91,2544,Economical Insurance
94,6,54,22,94,72,3220,The Personal
54,27,94,65,29,60,2352,Economical Insurance
43,39,67,78,100,64,1270,Economical Insurance
3,36,95,61,10,42,1155,Allstate
83,39,47,66,34,94,1605,Economical Insurance
83,68,45,26,92,57,2922,The Personal
65,73,3,15,58,31,3351,Intact Insurance
77,79,62,31,66,15,1205,The Co-operators
99,45,70,27,57,96,1537,Allstate
97,76,8,12,74,76,3210,Allstate
55,88,49,52,50,43,2689,The Personal
21,25,16,8,11,78,1275,The Personal
2,98,64,11,27,69,3257,The Personal
91,79,68,11,73,95,2257,Belairdirect
24,35,41,32,89,14,1385,Allstate
68,18,54,92,46,8,1816,Johnson Insurance
39,91,62,67,9,23,1571,Allstate
27,48,52,2,28,45,2684,The Personal
96,93,98,60,4,36,3442,Intact Insurance
49,25,36,69,24,80,1620,Intact Insurance
100,60,86,38,90,67,2517,Intact Insurance
78,23,61,33,3,19,2180,Intact Insurance
73,75,28,26,17,69,2979,Allstate
50,95,45,76,69,59,2285,Johnson Insurance
99,4,5,43,3,59,1740,Economical Insurance
3,81,89,11,82,45,1128,The Co-operators
56,76,38,6,3,68,3051,Intact Insurance
45,86,81,12,37,2,1224,Allstate
60,36,24,37,56,23,1703,Belairdirect
83,81,33,68,43,1,2484,Economical Insurance
20,70,10,39,89,94,2206,The Co-operators
27,21,30,34,17,73,2259,Allstate
13,33,25,100,25,66,1286,Belairdirect
98,23,41,94,32,94,1335,The Co-operators
96,24,85,21,16,17,2060,Belairdirect
21,95,7,21,6,56,1596,Intact Insurance
50,13,77,38,97,53,3194,Economical Insurance
57,85,70,8,6,1,3061,Johnson Insurance
33,100,88,56,39,9,2091,Intact Insurance
44,18,83,31,19,69,2763,Intact Insurance
63,6,95,81,67,96,3451,Economical Insurance
16,71,36,92,55,84,3411,The Co-operators
4,56,2,85,28,0,2695,Belairdirect
21,13,32,70,12,39,2628,Intact Insurance
48,60,91,58,80,33,2375,Economical Insurance
98,59,4,8,94,93,1711,Johnson Insurance
100,2,98,17,33,30,2394,Intact Insurance
0,89,52,35,23,45,2253,Economical Insurance
54,61,43,76,10,23,3107,Johnson Insurance
76,92,18,59,83,18,1739,Belairdirect
15,29,77,15,76,10,1500,Allstate
33,48,92,28,49,80,2742,The Personal
91,24,8,30,78,9,3205,Belairdirect
98,98,79,79,45,20,3525,Johnson Insurance
72,46,55,79,19,17,3179,Johnson Insurance
15,82,54,88,76,5,3033,The Co-operators
68,68,49,23,5,17,2266,Johnson Insurance
31,10,38,63,19,39,1819,Belairdirect
34,83,29,83,74,96,2998,Johnson Insurance
37,84,75,66,87,47,2719,Belairdirect
11,91,72,45,90,8,3121,Economical Insurance
2,7,13,12,27,13,2727,Intact Insurance
34,68,42,64,84,59,2235,Johnson Insurance
28,7,11,12,4,12,1073,The Personal
54,31,84,89,37,70,1525,Economical Insurance
78,53,70,9,20,74,1391,Economical Insurance
59,73,18,74,48,33,3255,Johnson Insurance
94,46,38,69,68,59,2681,The Personal
80,42,33,72,26,4,1627,Economical Insurance
86,98,1,32,28,67,2529,Belairdirect
86,89,59,89,25,32,3485,Intact Insurance
1,1,8,34,60,82,3218,Johnson Insurance
44,92,83,48,55,13,1761,Johnson Insurance
33,25,23,82,60,33,1253,Johnson Insurance
13,4,67,41,91,18,1926,The Personal
33,82,98,36,17,30,2331,Economical Insurance
36,85,80,87,60,37,2649,Allstate
82,8,59,64,60,50,1888,The Personal
41,78,48,31,27,14,2547,Allstate
70,21,41,24,54,1,1382,Belairdirect
9,27,67,18,26,78,3246,Allstate
78,62,49,91,46,89,2922,Allstate
89,51,62,31,80,42,2049,Intact Insurance
65,71,38,98,17,12,2256,The Personal
21,16,12,8,58,35,2375,Allstate
37,100,22,45,2,93,2331,Belairdirect
69,98,75,26,19,89,3575,Belairdirect
61,61,49,19,2,26,3235,The Co-operators
93,25,60,74,87,87,2607,The Personal
93,34,95,24,32,29,2248,Belairdirect
26,54,40,27,97,35,2669,The Personal
69,75,46,68,80,80,3353,Intact Insurance
37,84,67,36,19,7,3407,Belairdirect
78,67,98,63,23,18,1369,Allstate
26,19,60,64,64,64,3069,Belairdirect
58,56,60,78,14,75,2238,The Co-operators
64,58,95,61,34,77,3046,Belairdirect
5,73,83,8,55,49,2200,Johnson Insurance
36,85,77,79,77,33,1432,Belairdirect
44,98,44,20,50,95,1235,Allstate
64,25,34,45,85,54,1470,The Co-operators
94,75,33,97,68,1,1574,The Co-operators
26,48,95,37,29,25,2032,The Personal
93,88,98,62,75,57,2717,The Co-operators
99,76,55,65,50,62,2037,Economical Insurance
76,42,34,59,31,46,1136,Economical Insurance
17,96,33,49,52,30,1733,The Personal
29,41,73,99,98,91,2744,Belairdirect
90,57,70,15,13,95,2407,The Personal
15,52,83,45,26,39,3435,The Personal
66,58,4,5,86,23,1692,Belairdirect
7,51,23,38,0,3,1266,The Co-operators
38,40,93,8,3,53,3031,Allstate
74,17,9,16,63,56,1737,The Personal
69,83,28,49,82,23,3021,Belairdirect
45,48,17,88,12,70,2677,Johnson Insurance
86,96,98,42,85,99,3570,Economical Insurance
59,51,38,74,77,21,1370,Intact Insurance
0,41,4,74,14,95,2144,Johnson Insurance
76,0,83,36,47,99,1369,The Personal
73,9,82,23,21,18,2787,The Personal
43,81,19,50,83,22,3110,Intact Insurance
55,41,72,23,98,44,2789,Economical Insurance
17,13,93,40,55,70,1935,Belairdirect
6,6,43,61,49,51,1876,Allstate
61,77,8,18,84,55,2620,Belairdirect
52,23,54,92,14,76,1922,Allstate
62,43,23,80,14,60,1839,The Personal
75,65,36,36,2,53,2734,Economical Insurance
90,21,87,12,48,78,1979,Economical Insurance
69,57,84,96,2,74,2365,Intact Insurance
68,56,86,69,100,61,1894,The Personal
1,89,43,10,70,96,3080,Allstate
